verdict	channel	suite	relpath	furthest	stuck	first_tick	fail_line	bytes	fact_names	snippet
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_cache_pkgdef.svh	873	873	1	19	2601		p+dev_addr_width_gp)'('h0400_0000); // This could be more efficiently matched
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_cfg_bus_defines.svh	231	260	0	5	1536		\ { \
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_cfg_bus_pkgdef.svh	1275	1275	1	42	2617		p+dev_addr_width_gp)'('h0020_0000); localparam cfg_match_addr_gp = (d
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_clint_pkgdef.svh	150	150	1	6	1134		p+dev_addr_width_gp)'('h30_0000); localparam clint_match_addr_gp = (dev
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_core_if.svh	2441	2533	1146	41	21147		\ typedef struct packed
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_defines.svh	1419	1424	0	30	1855		did_width_mp) \ , localparam cfg_bus_width_lp = `bp_cfg_bus_width(vaddr_widt
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_host_pkgdef.svh	146	146	1	5	1586		p+dev_addr_width_gp)'('h0010_0000); localparam host_match_addr_gp = (de
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_pkg.sv	403	407	347	15	917		e bp_common_pkg; `include "bp_common_accelerator_pkgdef.svh" `include "bp_c
IN-WINDOW		black-parrot	bp_common/src/include/bp_common_rv64_csr_defines.svh	6871	6939	0	184	71056		\ {
IN-WINDOW		black-parrot	bp_common/src/v/bp_mmu.sv	118	119	20	9	9457		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_common/src/v/bp_pma.sv	99	100	1	6	1187		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_common/src/v/bp_tlb.sv	424	425	1	12	9297		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_common/src/v/bsg_async_noc_link.sv	119	120	1	7	2354		kg::*; #(parameter `BSG_INV_PARAM(width_p) , parameter `BSG_INV_PARAM(lg_siz
IN-WINDOW		black-parrot	bp_common/src/v/bsg_bus_pack.sv	83	84	1	6	1802		he bus parameter `BSG_INV_PARAM(in_width_p) , parameter out_width_p = in_w
IN-WINDOW		black-parrot	bp_common/src/v/bsg_dff_sync_read.sv	179	180	1	7	1160		c_read #(parameter `BSG_INV_PARAM(width_p) // Whether data is available sync
IN-WINDOW		black-parrot	bp_common/src/v/bsg_fifo_1r1w_edge.sv	656	657	1	14	1354		w_edge #(parameter `BSG_INV_PARAM(width_p)) (input clk
IN-WINDOW		black-parrot	bp_common/src/v/bsg_parallel_in_serial_out_passthrough_dynamic.sv	592	593	499	14	3246		ynamic #( parameter `BSG_INV_PARAM(width_p )
IN-WINDOW		black-parrot	bp_common/src/v/bsg_rom_param.sv	61	62	1	5	440		_param #(parameter `BSG_INV_PARAM(data_width_p) , parameter `BSG_INV_PARAM(d
IN-WINDOW		black-parrot	bp_common/src/v/bsg_serial_in_parallel_out_passthrough_dynamic.sv	157	158	64	10	2361		ynamic #(parameter `BSG_INV_PARAM(width_p) , parameter `BSG_INV_PARAM(els_p)
IN-WINDOW		black-parrot	bp_common/test/common/bp_common_test_defines.svh	214	224	1	6	2892		, state_r; \ wire is_init = (state_r == e_init);
IN-WINDOW		black-parrot	bp_common/test/common/bp_common_test_pkg.sv	396	400	340	15	6627		e bp_common_pkg; `include "bp_common_accelerator_pkgdef.svh" `include "bp_c
IN-WINDOW		black-parrot	bp_common/test/common/bp_nonsynth_pc_profiler.sv	27	29	29	3	1686		RENTLY_UNSUPPORTED `include "bp_common_test_defines.svh" `include "bp_common_de
IN-WINDOW		black-parrot	bp_common/test/common/bp_nonsynth_vm_tracer.sv	114	115	1	6	2885		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/include/bp_fe_defines.svh	554	627	257	16	2273		\ {
IN-WINDOW		black-parrot	bp_fe/src/include/bp_fe_icache_defines.svh	147	164	0	5	1102		ked \ { \ logic [v
IN-WINDOW		black-parrot	bp_fe/src/include/bp_fe_pkg.sv	19	23	23	4	108		ckage bp_fe_pkg; `include "bp_fe_icache_pkgdef.svh" `include "bp_fe_pc_gen_
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_bht.sv	644	645	492	18	4841		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_btb.sv	731	732	579	21	4953		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_controller.sv	211	212	30	12	12873		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_icache.sv	1208	1209	1053	37	29771		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_pc_gen.sv	381	382	226	15	15194		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_ras.sv	176	177	24	11	3464		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_realigner.sv	351	352	193	13	4733		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_scan.sv	356	357	203	14	8572		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/src/v/bp_fe_top.sv	197	198	23	12	15303		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_fe/test/common/bp_fe_nonsynth_icache_tracer.sv	210	211	1	9	6377		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/include/bp_me_cce_defines.svh	315	366	0	7	2383		\ {
IN-WINDOW		black-parrot	bp_me/src/include/bp_me_cce_inst_pkgdef.svh	24623	24628	646	511	37343		_type_u_width \ (`bp_cce_inst_data_width-`bp_cce_inst_op_width-`bp_cce_inst_
IN-WINDOW		black-parrot	bp_me/src/include/bp_me_cce_pkgdef.svh	396	397	66	19	1109		bp_coh_states_e state; } bp_cce_spec_s; // Coherence Request Processing
IN-WINDOW		black-parrot	bp_me/src/include/bp_me_pkg.sv	197	201	121	14	285		p_common_pkg::*; `include "bp_me_cce_pkgdef.svh" `include "bp_me_cce_inst_p
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_bedrock_size_to_len.sv	662	663	558	24	2728		g::*; #(parameter `BSG_INV_PARAM(beat_width_p) , parameter `BSG_INV_PARAM(
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce.sv	268	269	116	17	29997		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_par
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_alu.sv	767	768	650	24	1640		g::*; #(parameter `BSG_INV_PARAM(width_p)) (input [width_p-1:0]
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_arbitrate.sv	710	711	548	22	5457		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_branch.sv	694	695	574	24	2491		g::*; #(parameter `BSG_INV_PARAM(width_p) , parameter `BSG_INV_PARAM(cce_p
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_dir.sv	606	607	450	21	15268		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_dir_lru_extract.sv	287	288	154	16	2049		g::*; #(parameter `BSG_INV_PARAM(tag_sets_per_row_p) , parameter `BSG_INV_
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_dir_segment.sv	733	734	581	24	19276		g::*; #(parameter `BSG_INV_PARAM(tag_sets_p) // number of tag set
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_dir_tag_checker.sv	302	303	169	16	2314		g::*; #(parameter `BSG_INV_PARAM(tag_sets_per_row_p) , parameter `BSG_INV_
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_fsm.sv	710	711	554	27	70769		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_gad.sv	728	729	595	23	6872		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_inst_decode.sv	1283	1284	1131	31	35742		g::*; #(parameter `BSG_INV_PARAM(cce_pc_width_p) ) (input
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_inst_predecode.sv	877	878	749	26	1586		g::*; #(parameter `BSG_INV_PARAM(width_p)) (input bp_cce_inst_s
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_inst_ram.sv	741	742	580	24	5342		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_msg.sv	293	294	137	17	36413		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_par
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_pending_bits.sv	982	983	852	27	5337		g::*; #(parameter `BSG_INV_PARAM(num_way_groups_p) , parameter `BSG_INV_PA
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_pma.sv	909	910	776	26	1243		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_reg.sv	218	219	62	16	15828		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_spec_bits.sv	692	693	542	24	4340		g::*; #(parameter `BSG_INV_PARAM(num_way_groups_p) , parameter `BSG_INV_PA
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_src_sel.sv	513	514	353	22	20778		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_cce_wrapper.sv	488	489	328	22	5162		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_par
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_io_cce.sv	416	417	264	20	8043		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/cce/bp_uce.sv	256	257	104	17	35406		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_bedrock_register.sv	631	632	466	22	6134		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_cache_controller.sv	692	693	476	24	18888		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_cache_slice.sv	333	334	69	20	6465		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_cfg_slice.sv	225	226	67	16	6619		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_clint_slice.sv	289	290	69	18	6251		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_dram_hash_decode.sv	384	385	270	17	3265		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_dram_hash_encode.sv	921	922	756	28	5147		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/dev/bp_me_loopback.sv	470	471	310	18	3831		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/src/v/lce/bp_lce.sv	239	240	111	16	12366		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/lce/bp_lce_cmd.sv	311	312	179	17	29506		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/lce/bp_lce_req.sv	339	340	207	18	13248		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_addr_to_cce_id.sv	290	291	149	16	3000		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_cce_id_to_cord.sv	325	326	184	17	2509		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_cord_to_id.sv	382	383	245	17	3169		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_lce_id_to_cord.sv	274	275	133	15	2752		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_gearbox.sv	164	165	1	8	4278		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_pump.sv	161	162	1	8	5423		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_pump_control.sv	790	791	622	25	8083		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_pump_in.sv	405	406	242	18	5862		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_pump_out.sv	445	446	281	19	5819		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_stream_to_wormhole.sv	1725	1726	1583	41	6987		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_wormhole_header_encode.sv	395	396	275	16	4401		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_wormhole_stream_control.sv	1118	1119	1042	30	4747		ontrol #(parameter `BSG_INV_PARAM(len_width_p) , parameter [len_width_p-1:0]
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_wormhole_to_stream.sv	1540	1541	1398	41	5581		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/src/v/network/bp_me_xbar_stream.sv	310	311	150	17	4415		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_axe_tracer.sv	163	165	165	12	1630		all caches * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cache.sv	751	752	524	26	24508		rameter bp_params_e bp_params_p = e_bp_test_multicore_half_cfg `declare_bp_p
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cache_tag_lookup.sv	275	276	49	14	2159		g::*; #(parameter `BSG_INV_PARAM(assoc_p) , parameter `BSG_INV_PARAM(tag_w
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cce_dir_tracer.sv	147	149	149	13	4210		rite tracer * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cce_inst_tracer.sv	110	112	112	12	15723		escription: * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cce_pending_tracer.sv	139	141	141	13	2330		bit tracer * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cce_perf.sv	104	106	106	12	4237		escription: * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cce_tracer.sv	282	283	76	17	9916		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_cfg_loader.sv	513	514	319	21	10201		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_dev_tracer.sv	283	284	77	17	2789		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_lce_tracer.sv	258	259	43	13	6428		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_pkg.sv	1035	1039	1039	39	1660		nsynth_opcode_e; `define declare_bp_me_nonsynth_tr_pkt_s(addr_width_mp, data_
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_tr_tracer.sv	71	73	73	8	3653		tr_tracer.v * */ `include "bp_common_defines.svh" `include "bp_me_defines.svh
IN-WINDOW		black-parrot	bp_me/test/common/bp_me_nonsynth_uce_tracer.sv	282	283	76	17	3620		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_me/test/tb/bp_cce/testbench.sv	149	189	34	13	24141		LOWVAR must be set" `endif module testbench import bp_common_pkg::*; import b
IN-WINDOW		black-parrot	bp_me/test/tb/bp_cce/wrapper.sv	179	180	29	13	2571		rameter bp_params_e bp_params_p = `BP_CFG_FLOWVAR `declare_bp_proc_params(bp_
IN-WINDOW		black-parrot	bp_top/src/v/bp_cacc_complex.sv	249	250	1	11	6395		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_cacc_tile.sv	400	401	1	17	14162		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_cacc_tile_node.sv	273	274	1	12	3502		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_cacc_vdp.sv	207	208	1	10	15313		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(b
IN-WINDOW		black-parrot	bp_top/src/v/bp_core.sv	424	425	30	23	14757		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_core_complex.sv	307	308	36	18	8962		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_core_lite.sv	327	328	91	17	16336		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_core_minimal.sv	273	274	34	15	8448		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_core_tile.sv	432	433	33	22	24661		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_core_tile_node.sv	310	311	38	17	5003		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_io_complex.sv	247	248	1	11	5874		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_io_link_to_lce.sv	470	471	220	21	8297		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_io_tile.sv	184	185	1	9	13381		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_io_tile_node.sv	249	250	1	11	4304		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_l2e_tile.sv	430	431	32	22	15109		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_l2e_tile_node.sv	272	273	1	12	4241		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_mem_complex.sv	248	249	1	11	6971		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_multicore.sv	301	302	33	18	7256		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_nd_socket.sv	218	219	33	14	2715		kg::*; #(parameter `BSG_INV_PARAM(flit_width_p) , parameter len_width_p = 1
IN-WINDOW		black-parrot	bp_top/src/v/bp_processor.sv	293	294	34	17	12263		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_sacc_complex.sv	249	250	1	11	3991		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_sacc_scratchpad.sv	184	185	0	8	3287		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_sacc_tile.sv	401	402	1	18	9862		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_sacc_tile_node.sv	273	274	1	12	2667		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_sacc_vdp.sv	177	178	0	8	7544		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_unicore.sv	581	582	133	28	15150		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_unicore_lite.sv	322	323	1	14	12109		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/src/v/bp_unicore_tile.sv	438	439	36	22	10152		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_cfg_loader.sv	217	218	1	10	3761		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_dram.sv	179	180	32	12	5628		kg::*; #(parameter `BSG_INV_PARAM(num_dma_p) , parameter `BSG_INV_PARAM(dma_
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_dram_tracer.sv	194	195	2	10	1896		kg::*; #(parameter `BSG_INV_PARAM(num_dma_p) , parameter `BSG_INV_PARAM(dma_
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_host.sv	207	208	1	10	5053		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_if_verif.sv	262	263	1	12	12535		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/test/common/bp_nonsynth_mem.sv	240	241	31	14	2981		rameter bp_params_e bp_params_p = e_bp_default_cfg `declare_bp_proc_params(bp
IN-WINDOW		black-parrot	bp_top/test/common/bsg_nonsynth_assert.sv	189	191	39	12	672		en_i ); `ifndef VERILATOR `ifdef BSG_NONSYNTH_ASSERT_ENABLE initi
IN-WINDOW		black-parrot	bp_top/test/common/bsg_nonsynth_waveform_tracer.sv	780	782	576	23	4060		en_i ); `ifdef BSG_NONSYNTH_WAVEFORM_TRACER_ENABLE // Save to loca
IN-WINDOW		black-parrot	bp_top/test/tb/bp_tethered/testbench.sv	208	248	35	16	12417		LOWVAR must be set" `endif module testbench import bp_common_pkg::*; import b
IN-WINDOW		black-parrot	bp_top/test/tb/bp_tethered/wrapper.sv	172	212	29	14	3525		LOWVAR must be set" `endif module wrapper import bsg_wormhole_router_pkg::*;
